exact_notimelimit_sol,exact_notimelimit_time,exact_TL_sol,exact_TL_time,rssv_tbPMP_exact_sol,rssv_tbPMP_exact_time,time_tb,sum 
,,282255310.997381627559662,44.509343147277832,110045355.653973460197449,29.798519134521484,300,
,,282255310.997381627559662,64.593780994415283,110045355.653973460197449,39.504199028015137,300,
,,282255310.997381627559662,81.974799156188965,110045355.653973460197449,47.206895112991333,300,
,,282255310.997381627559662,99.864892005920410,38442480.976621255278587,54.836012125015259,300,
,,282255310.997381627559662,138.935551166534424,37020143.205086596310139,77.772259950637817,300,
,,282255310.997381627559662,164.498044013977051,37020143.205086596310139,84.164999961853027,300,
,,37886650.141490727663040,190.251207113265991,37020143.205086596310139,96.216427087783813,300,
,,37886650.141490727663040,227.736806154251099,35763864.761250436306000,114.033386945724487,300,
,,37886650.141490727663040,268.474308967590332,33665878.491645298898220,145.737857103347778,300,
,,37136358.490240886807442,392.909739017486572,33665878.491645298898220,160.074617147445679,300,
,,36075639.036324709653854,487.786705017089844,33665878.491645298898220,183.133713006973267,300,
,,36075639.036324709653854,548.760759115219116,33665878.491645298898220,212.090796947479248,300,
,,36075639.036324709653854,617.095391035079956,33665878.491645298898220,252.213441133499146,300,
,,36075639.036324709653854,670.500928163528442,33665878.491645298898220,276.729639053344727,300,
,,31517865.468935236334801,788.803089141845703,31762421.625446237623692,323.616376161575317,300,
,,31517865.468935236334801,1097.126922130584717,31762421.625446237623692,532.348682165145874,300,
,,31517865.468935236334801,1142.926344156265259,31762421.625446237623692,604.064310073852539,300,
,,31338844.840510301291943,1266.172001123428345,31762421.625446237623692,709.967297077178955,300,
,,31316423.644045613706112,1327.873334169387817,31762421.625446237623692,759.954843997955322,300,
,,31316423.644045613706112,1475.183707952499390,31762421.625446237623692,806.599079132080078,,
,,31316423.644045613706112,1564.661571979522705,31762421.625446237623692,881.876760005950928,,
,,31316423.644045613706112,1667.785573005676270,31265049.049010157585144,940.242172956466675,,
,,31316423.644045613706112,1776.903442144393921,29708637.744599062949419,1155.215419054031372,,
,,31316423.644045613706112,1839.094608068466187,29708637.744599062949419,1189.018748044967651,,
,,31316423.644045613706112,1908.072115182876587,29708637.744599062949419,1232.416439056396484,,
,,31235735.394444651901722,1955.854844093322754,29708637.744599062949419,1270.136976003646851,,
,,29670500.004008948802948,2787.765436172485352,29708637.744599062949419,1301.376405000686646,,
,,29670500.004008948802948,2844.154412984848022,29708637.744599062949419,1334.778716087341309,,
,,29670500.004008948802948,2895.148864030838013,29708637.744599062949419,1352.997115135192871,,
,,29670500.004008948802948,2954.982589960098267,29522283.183586884289980,2088.716479063034058,,
,,29670500.004008948802948,3029.247581005096436,29522283.183586884289980,2096.422930955886841,,
,,29670500.004008948802948,3115.294363021850586,29522283.183586884289980,2104.216803073883057,,
,,29670500.004008948802948,3190.553897142410278,29522283.183586884289980,2126.160112142562866,,
,,29670500.004008948802948,3252.346950054168701,29522283.183586884289980,2215.580254077911377,,
,,29670500.004008948802948,3341.385878086090088,29522283.183586884289980,2229.071095943450928,,
,,29670500.004008948802948,3416.657297134399414,29522283.183586884289980,2456.869796991348267,,
,,29670500.004008948802948,3484.474285125732422,29522283.183586884289980,2560.087636947631836,,
,,29670500.004008948802948,3525.773188114166260,29520327.359421744942665,2794.663661003112793,,
,,29304092.346846528351307,3595.120187044143677,29520327.359421744942665,3144.343650102615356,,
,,,,29520327.359421744942665,3320.000910997390747,,
