METHOD,SERVICE,SUBAREA,P,SOLUTION,STATUS,REL_GAP,FINAL_TIME,BEST_BOUND_EXACT,GAP_REAL
exact,mat,kmeans_commune,30,61044754.467104777693748,Feasible,0.179522116739498,3601.292158842086792,,
exact,mat,kmeans_commune,33,56850269.169586829841137,Feasible,0.188000882920350,3601.116218090057373,,
exact,mat,kmeans_commune,37,51255778.130158960819244,Feasible,0.277292846316403,3602.307687044143677,,
exact,mat,kmeans_commune,41,44791609.688189581036568,Feasible,0.103430621334255,3601.011004924774170,,
exact,mat,kmeans_commune,44,44383481.090388432145119,Feasible,0.128481068640277,3601.575833082199097,,
exact,mat,kmeans_commune,48,43319693.178185090422630,Feasible,0.142444132241128,3601.298727989196777,,
exact,urgenc,kmeans_arrond,42,47733901.770238488912582,Feasible,0.157850649462534,3601.382664918899536,,
exact,urgenc,kmeans_arrond,48,42390625.892011865973473,Feasible,0.083505075599695,3601.137037992477417,,
exact,urgenc,kmeans_arrond,54,40905806.827045843005180,Feasible,0.117707044964352,3601.167998075485229,,
exact,urgenc,kmeans_arrond,60,38456922.146289147436619,Feasible,0.127310787145566,3601.305545091629028,,
exact,urgenc,kmeans_arrond,66,35768789.087595030665398,Feasible,0.105909725735370,3603.436078071594238,,
exact,urgenc,kmeans_arrond,72,37531832.392021507024765,Feasible,0.202006017205427,3601.361144065856934,,
exact,urgenc,kmeans_arrond,78,33983482.550193652510643,Feasible,0.153789908006292,3601.011862993240356,,
exact,urgenc,kmeans_EPCI,42,72347311.219765648245811,Feasible,0.026283687825361,3601.080950021743774,,
exact,urgenc,kmeans_EPCI,48,70835374.641422078013420,Feasible,0.014119902109152,3607.462463140487671,,
exact,urgenc,kmeans_EPCI,54,55499480.158672131597996,Feasible,0.010160352953301,3636.498971939086914,,
exact,urgenc,kmeans_EPCI,60,44077715.059132859110832,Feasible,0.030835090556180,3601.196012973785400,,
exact,urgenc,kmeans_EPCI,66,38429517.666609913110733,Feasible,0.031311890081769,3601.352378129959106,,
exact,urgenc,kmeans_EPCI,72,34205315.428070649504662,Feasible,0.003799652739878,3631.715692996978760,,
exact,urgenc,kmeans_EPCI,78,31732431.667976744472980,Feasible,0.002256106545170,3611.807888031005859,,
exact,urgenc,kmeans_canton,42,51442929.136052004992962,Feasible,0.072193909871776,3601.135887145996094,,
exact,urgenc,kmeans_canton,48,50414823.143274754285812,Feasible,0.116123267471649,3601.274749994277954,,
exact,urgenc,kmeans_canton,54,46457168.585930287837982,Feasible,0.087800375292553,3601.199910879135132,,
exact,urgenc,kmeans_canton,60,42999332.579164706170559,Feasible,0.054116101290972,3602.225944995880127,,
exact,urgenc,kmeans_canton,66,42040308.946870714426041,Feasible,0.065583863679555,3612.476146936416626,,
exact,urgenc,kmeans_canton,72,40820846.449727080762386,Feasible,0.069501576110611,3601.505840063095093,,
exact,urgenc,kmeans_canton,78,38189335.500523664057255,Feasible,0.027626598370333,3601.285217046737671,,
exact,urgenc,kmeans_commune,42,47040227.225480929017067,Feasible,0.106364991593541,3601.154300928115845,,
exact,urgenc,kmeans_commune,48,39744330.082053378224373,Feasible,0.100802194213412,3601.336881875991821,,
exact,urgenc,kmeans_commune,54,36279722.317384287714958,Feasible,0.062438756238487,3600.850273847579956,,
exact,urgenc,kmeans_commune,60,44352042.787741862237453,Feasible,0.131963177970091,3614.826406002044678,,
exact,urgenc,kmeans_commune,66,34089234.064287200570107,Feasible,0.053645536450143,3601.269706010818481,,
exact,urgenc,kmeans_commune,72,31249590.320022925734520,Feasible,0.015987432866545,3601.388287067413330,,
exact,urgenc,kmeans_commune,78,31070118.777102008461952,Feasible,0.060915092071062,3601.731938838958740,,
exact,lycee,kmeans_arrond,246,30679244.373757258057594,Optimal,0.000097983148843,1077.721690893173218,,
exact,lycee,kmeans_arrond,281,29277588.002999536693096,Optimal,0.000099668593363,2736.386904001235962,,
exact,lycee,kmeans_arrond,316,28171352.404052451252937,Optimal,0.000099992094121,2487.160824060440063,,
exact,lycee,kmeans_arrond,352,27245686.038851082324982,Optimal,0.000096298839593,1325.250005006790161,,
exact,lycee,kmeans_arrond,387,26538695.356439065188169,Optimal,0.000093002405782,765.050482034683228,,
exact,lycee,kmeans_arrond,422,25975686.486281596124172,Optimal,0.000099359868755,764.929597139358521,,
exact,lycee,kmeans_arrond,457,25517548.193853802978992,Optimal,0.000075034481031,204.613900899887085,,
exact,lycee,kmeans_EPCI,246,42095922.863117933273315,Optimal,0.000099722399353,661.452844858169556,,
exact,lycee,kmeans_EPCI,281,37610631.173108115792274,Optimal,0.000081671625396,1032.993614912033081,,
exact,lycee,kmeans_EPCI,316,31673764.697546672075987,Optimal,0.000099911356868,2763.260818004608154,,
exact,lycee,kmeans_EPCI,352,27245399.855503905564547,Optimal,0.000099330632070,981.108663082122803,,
exact,lycee,kmeans_EPCI,387,26537486.464497786015272,Optimal,0.000099140720569,590.208310842514038,,
exact,lycee,kmeans_EPCI,422,25976025.230931192636490,Optimal,0.000099862400715,992.857212066650391,,
exact,lycee,kmeans_EPCI,457,25517327.121198888868093,Optimal,0.000049008058677,296.784744024276733,,
exact,lycee,kmeans_canton,246,0,0,0.000,0,,
exact,lycee,kmeans_canton,281,31506624.704890049993992,Optimal,0.000012313858336,462.467409133911133,,
exact,lycee,kmeans_canton,316,29521705.092193864285946,Optimal,0.000060737156301,179.156229019165039,,
exact,lycee,kmeans_canton,352,28091397.449455663561821,Optimal,0.000099292968178,888.526818990707397,,
exact,lycee,kmeans_canton,387,27076337.366889052093029,Optimal,0.000099848461135,1690.228402137756348,,
exact,lycee,kmeans_canton,422,26295644.961748786270618,Optimal,0.000096102753620,412.422013998031616,,
exact,lycee,kmeans_canton,457,25714079.725542191416025,Optimal,0.000096725848509,258.084378004074097,,
exact,lycee,kmeans_commune,246,42095922.863117933273315,Optimal,0.000099722399353,661.452844858169556,,
exact,lycee,kmeans_commune,281,37610631.173108115792274,Optimal,0.000081671625396,1032.993614912033081,,
exact,lycee,kmeans_commune,316,31673764.697546672075987,Optimal,0.000099911356868,2763.260818004608154,,
exact,lycee,kmeans_commune,352,27245399.855503905564547,Optimal,0.000099330632070,981.108663082122803,,
exact,lycee,kmeans_commune,387,26537486.464497786015272,Optimal,0.000099140720569,590.208310842514038,,
exact,lycee,kmeans_commune,422,25976025.230931192636490,Optimal,0.000099862400715,992.857212066650391,,
exact,lycee,kmeans_commune,457,25517327.121198888868093,Optimal,0.000049008058677,296.784744024276733,,
exact,poste,kmeans_arrond,476,77585780.222649514675140,Optimal,0.000094174074830,518.823647022247314,,
exact,poste,kmeans_arrond,544,76685710.726723089814186,Optimal,0.000074414144456,218.285165071487427,,
exact,poste,kmeans_arrond,612,76064307.211255595088005,Optimal,0.000061726428309,214.456835985183716,,
exact,poste,kmeans_arrond,681,75658431.628766685724258,Optimal,0.000036877459428,207.050607919692993,,
exact,poste,kmeans_arrond,749,75389650.731156840920448,Optimal,0.000025807982642,210.051123142242432,,
exact,poste,kmeans_arrond,817,75220416.496932476758957,Optimal,0.000018680667826,178.019052982330322,,
exact,poste,kmeans_arrond,855,75125163.273535177111626,Optimal,0.000075675005196,139.168130874633789,,
exact,poste,kmeans_EPCI,476,77585770.034125119447708,Optimal,0.000065225552086,576.621836900711060,,
exact,poste,kmeans_EPCI,544,76686737.380181834101677,Optimal,0.000072402300224,405.150349855422974,,
exact,poste,kmeans_EPCI,612,76068972.814493447542191,Optimal,0.000099473445526,207.518458127975464,,
exact,poste,kmeans_EPCI,681,75658407.852259218692780,Optimal,0.000024338573651,224.377013921737671,,
exact,poste,kmeans_EPCI,749,75389646.142086848616600,Optimal,0.000024772203523,211.933813095092773,,
exact,poste,kmeans_EPCI,817,75220399.415852010250092,Optimal,0.000018685034952,171.486802101135254,,
exact,poste,kmeans_EPCI,855,75122386.209842041134834,Optimal,0.000024468441533,162.458540916442871,,
exact,poste,kmeans_canton,476,77906527.533413603901863,Optimal,0.000070036712269,561.375889062881470,,
exact,poste,kmeans_canton,544,76842171.305482327938080,Optimal,0.000078675290362,360.593248128890991,,
exact,poste,kmeans_canton,612,76138340.771504864096642,Optimal,0.000089336645510,220.829169988632202,,
exact,poste,kmeans_canton,681,75687742.720506638288498,Optimal,0.000059078916339,207.706173896789551,,
exact,poste,kmeans_canton,749,75402819.106890469789505,Optimal,0.000023705146921,178.463705062866211,,
exact,poste,kmeans_canton,817,75223854.036617457866669,Optimal,0.000005463770814,175.613177776336670,,
exact,poste,kmeans_canton,855,75128493.212584972381592,Optimal,0.000085730196005,136.746774911880493,,
exact,poste,kmeans_commune,476,79731768.959551870822906,Optimal,0.000099878476651,355.527804136276245,,
exact,poste,kmeans_commune,544,79084799.513840004801750,Optimal,0.000076770008760,235.394783020019531,,
exact,poste,kmeans_commune,612,78697969.811052769422531,Optimal,0.000061829996994,161.556797981262207,,
exact,poste,kmeans_commune,681,78456555.859915435314178,Optimal,0.000085593761752,162.342393159866333,,
exact,poste,kmeans_commune,749,78325459.394851893186569,Optimal,0.000062102523383,136.318495988845825,,
exact,poste,kmeans_commune,817,78258044.488756462931633,Optimal,0.000060730212329,123.850484848022461,,
exact,poste,kmeans_commune,855,78233270.039807647466660,Optimal,0.000088616541725,127.418113946914673,,
rssv_exact,mat,kmeans_arrond,26,80749915.013656318187714,Feasible,0.044401401230016,3296.915031909942627,,
rssv_exact,mat,kmeans_arrond,30,64571453.474273711442947,Feasible,0.057260236029362,3295.971127033233643,,
rssv_exact,mat,kmeans_arrond,33,60397589.409571364521980,Feasible,0.090991112395196,3296.750233888626099,,
rssv_exact,mat,kmeans_arrond,37,50667193.426121324300766,Feasible,0.053256080967711,3295.239451885223389,,
rssv_exact,mat,kmeans_arrond,41,49254556.678917557001114,Feasible,0.127216012137932,3295.124765157699585,,
rssv_exact,mat,kmeans_arrond,44,43392411.746509931981564,Feasible,0.081264520295879,3296.066338062286377,,
rssv_exact,mat,kmeans_arrond,48,38831657.055688008666039,Feasible,0.016898068778031,3308.588224887847900,,
rssv_exact,mat,kmeans_EPCI,26,77995521.584394663572311,Feasible,0.047401064381806,3295.612668037414551,,
rssv_exact,mat,kmeans_EPCI,30,74144267.760622471570969,Feasible,0.041146689185899,3296.696012020111084,,
rssv_exact,mat,kmeans_EPCI,33,73284460.932877302169800,Feasible,0.037855199991379,3320.333336114883423,,
rssv_exact,mat,kmeans_EPCI,37,71920792.615071907639503,Feasible,0.034428833266394,3296.765382051467896,,
rssv_exact,mat,kmeans_EPCI,41,69355653.510580569505692,Feasible,0.010916407959125,3297.833982944488525,,
rssv_exact,mat,kmeans_EPCI,44,69635636.368169724941254,Feasible,0.001043661788266,3305.446694850921631,,
rssv_exact,mat,kmeans_EPCI,48,67955980.803846672177315,Feasible,0.001012632483977,3305.427103042602539,,
rssv_exact,mat,kmeans_canton,26,68292428.253780722618103,Feasible,0.060886570905721,3293.004585027694702,,
rssv_exact,mat,kmeans_canton,30,59827431.428865291178226,Feasible,0.066214835454390,3295.340097188949585,,
rssv_exact,mat,kmeans_canton,33,56940753.647506117820740,Feasible,0.062309434253615,3294.769081115722656,,
rssv_exact,mat,kmeans_canton,37,52962619.212425701320171,Feasible,0.061171833630078,3296.563953876495361,,
rssv_exact,mat,kmeans_canton,41,50326065.712155625224113,Feasible,0.051809360461058,3299.702567100524902,,
rssv_exact,mat,kmeans_canton,44,48515902.814093247056007,Feasible,0.049287399817804,3293.796998977661133,,
rssv_exact,mat,kmeans_canton,48,47169285.690345585346222,Feasible,0.062869521990600,3294.810353040695190,,
rssv_exact,mat,kmeans_commune,26,66930446.761098980903625,Feasible,0.073066706558342,3293.740267038345337,,
rssv_exact,mat,kmeans_commune,30,62206647.426198229193687,Feasible,0.146974258899777,3287.687263011932373,,
rssv_exact,mat,kmeans_commune,33,52843373.144699111580849,Feasible,0.050863630596619,3290.594597816467285,,
rssv_exact,mat,kmeans_commune,37,52140454.592670179903507,Feasible,0.191805250705536,3292.419404029846191,,
rssv_exact,mat,kmeans_commune,41,45879328.404027417302132,Feasible,0.086971630939404,3291.778742074966431,,
rssv_exact,mat,kmeans_commune,44,46947004.483802758157253,Feasible,0.076933518101460,3290.744232177734375,,
rssv_exact,mat,kmeans_commune,48,41988536.140107795596123,0,0.079533769739606,3318.346791982650757,,
rssv_exact,urgenc,kmeans_arrond,42,48787308.575038775801659,Feasible,0.107300112683312,3294.722137928009033,,
rssv_exact,urgenc,kmeans_arrond,48,40095834.838652752339840,Feasible,0.003520896286552,3319.258862018585205,,
rssv_exact,urgenc,kmeans_arrond,54,39933090.084935292601585,Feasible,0.077969142384733,3293.777991056442261,,
rssv_exact,urgenc,kmeans_arrond,60,34854852.393901303410530,Feasible,0.001580185695740,3293.810297012329102,,
rssv_exact,urgenc,kmeans_arrond,66,32901714.082473579794168,Feasible,0.002132043633397,3341.786859035491943,,
rssv_exact,urgenc,kmeans_arrond,72,30971997.548428274691105,Feasible,0.001358869046766,3305.437307834625244,,
rssv_exact,urgenc,kmeans_arrond,78,29568363.809402946382761,Feasible,0.001235903889071,3303.385877132415771,,
rssv_exact,urgenc,kmeans_EPCI,42,74167737.842171162366867,Feasible,0.029651091017148,3300.010523080825806,,
rssv_exact,urgenc,kmeans_EPCI,48,73395639.368497177958488,Feasible,0.006917962786287,3305.253067970275879,,
rssv_exact,urgenc,kmeans_EPCI,54,55738479.160446807742119,Feasible,0.007656215456844,3305.499305963516235,,
rssv_exact,urgenc,kmeans_EPCI,60,43796657.056433998048306,Feasible,0.004026995228911,3315.299917936325073,,
rssv_exact,urgenc,kmeans_EPCI,66,37627512.421775616705418,Feasible,0.001426754816625,3304.113950967788696,,
rssv_exact,urgenc,kmeans_EPCI,72,34350377.456737674772739,Feasible,0.001248950544494,3305.379243850708008,,
rssv_exact,urgenc,kmeans_EPCI,78,31956523.423965945839882,Feasible,0.001951317335927,3303.872924089431763,,
rssv_exact,urgenc,kmeans_canton,42,49631371.011966511607170,Feasible,0.010072962863331,3303.415182828903198,,
rssv_exact,urgenc,kmeans_canton,48,45919600.012070409953594,Feasible,0.001205302422316,3321.593265056610107,,
rssv_exact,urgenc,kmeans_canton,54,43734373.858979329466820,Feasible,0.010164093199777,3298.810523033142090,,
rssv_exact,urgenc,kmeans_canton,60,41875900.578047290444374,Feasible,0.006803200661422,3291.967710971832275,,
rssv_exact,urgenc,kmeans_canton,66,40343567.092899352312088,Feasible,0.005642127846981,3297.957355022430420,,
rssv_exact,urgenc,kmeans_canton,72,38875047.159588672220707,Feasible,0.005457775004780,3309.177385091781616,,
rssv_exact,urgenc,kmeans_canton,78,37767078.934333682060242,Feasible,0.002490792188620,3304.323956966400146,,
rssv_exact,urgenc,kmeans_commune,42,49215448.750067934393883,Feasible,0.005127356271897,3292.808262109756470,,
rssv_exact,urgenc,kmeans_commune,48,49024693.593918278813362,Feasible,0.029266388015202,3291.772093057632446,,
rssv_exact,urgenc,kmeans_commune,54,36879524.687845386564732,Feasible,0.004052824020939,3292.099169015884399,,
rssv_exact,urgenc,kmeans_commune,60,39443060.334678947925568,Feasible,0.001874205488948,3321.032073974609375,,
rssv_exact,urgenc,kmeans_commune,66,39543277.174146071076393,Feasible,0.001808362361423,3295.456525087356567,,
rssv_exact,urgenc,kmeans_commune,72,32198648.446744687855244,Feasible,0.001368131684900,3309.535305976867676,,
rssv_exact,urgenc,kmeans_commune,78,32527972.346281118690968,Feasible,0.001111841397934,3295.615554094314575,,
rssv_exact,lycee,kmeans_arrond,246,42095922.863117933273315,Optimal,0.000099722399353,661.452844858169556,,
rssv_exact,lycee,kmeans_arrond,281,37610631.173108115792274,Optimal,0.000081671625396,1032.993614912033081,,
rssv_exact,lycee,kmeans_arrond,316,31673764.697546672075987,Optimal,0.000099911356868,2763.260818004608154,,
rssv_exact,lycee,kmeans_arrond,352,27245399.855503905564547,Optimal,0.000099330632070,981.108663082122803,,
rssv_exact,lycee,kmeans_arrond,387,26537486.464497786015272,Optimal,0.000099140720569,590.208310842514038,,
rssv_exact,lycee,kmeans_arrond,422,25976025.230931192636490,Optimal,0.000099862400715,992.857212066650391,,
rssv_exact,lycee,kmeans_arrond,457,25517327.121198888868093,Optimal,0.000049008058677,296.784744024276733,,
rssv_exact,lycee,kmeans_EPCI,246,39359880.982744894921780,Optimal,0.000098401900177,1318.914618015289307,,
rssv_exact,lycee,kmeans_EPCI,281,36854919.209408596158028,Optimal,0.000099390853591,1229.503861904144287,,
rssv_exact,lycee,kmeans_EPCI,316,31712239.032190922647715,Optimal,0.000098801097374,1057.964223861694336,,
rssv_exact,lycee,kmeans_EPCI,352,27283511.417733684182167,Optimal,0.000095647031300,789.643271923065186,,
rssv_exact,lycee,kmeans_EPCI,387,26545271.771679669618607,Optimal,0.000060225848718,654.745465040206909,,
rssv_exact,lycee,kmeans_EPCI,422,25977025.361094191670418,Optimal,0.000099676309924,736.434357881546021,,
rssv_exact,lycee,kmeans_EPCI,457,25517327.121199131011963,Optimal,0.000049301216077,297.580229997634888,,
rssv_exact,lycee,kmeans_canton,246,40496776.022061891853809,Feasible,0.000355313366846,3303.492323875427246,,
rssv_exact,lycee,kmeans_canton,281,36583290.453176990151405,Optimal,0.000099391161407,802.085743904113770,,
rssv_exact,lycee,kmeans_canton,316,31715932.062285669147968,Optimal,0.000098613771499,707.222812891006470,,
rssv_exact,lycee,kmeans_canton,352,28184614.510810747742653,Optimal,0.000099937991322,1353.641317129135132,,
rssv_exact,lycee,kmeans_canton,387,27076306.505274474620819,Optimal,0.000099983590725,1536.047758817672729,,
rssv_exact,lycee,kmeans_canton,422,26295845.865065634250641,Optimal,0.000095196059133,628.906566143035889,,
rssv_exact,lycee,kmeans_canton,457,25714134.383651740849018,Optimal,0.000096612395347,542.089514017105103,,
rssv_exact,lycee,kmeans_commune,246,43619041.600619822740555,Optimal,0.000096609986761,1048.719947814941406,,
rssv_exact,lycee,kmeans_commune,281,36918879.899425387382507,Optimal,0.000076256538960,704.696043968200684,,
rssv_exact,lycee,kmeans_commune,316,33774989.606691896915436,Optimal,0.000093018924393,731.360233068466187,,
rssv_exact,lycee,kmeans_commune,352,30776818.081773497164249,Optimal,0.000075325635679,504.956656932830811,,
rssv_exact,lycee,kmeans_commune,387,30190971.396904796361923,Optimal,0.000081337082611,429.501320123672485,,
rssv_exact,lycee,kmeans_commune,422,29740488.963464364409447,Optimal,0.000067515717001,400.695082902908325,,
rssv_exact,lycee,kmeans_commune,457,29370106.154759578406811,Optimal,0.000007879484155,394.375535011291504,,
rssv_exact,poste,kmeans_arrond,476,77583619.739612475037575,Optimal,0.000062496104463,637.043745994567871,,
rssv_exact,poste,kmeans_arrond,544,76686901.219592779874802,Optimal,0.000085810350772,428.179621934890747,,
rssv_exact,poste,kmeans_arrond,612,76065908.921235412359238,Optimal,0.000066649074256,204.447458982467651,,
rssv_exact,poste,kmeans_arrond,681,75658685.541326135396957,Optimal,0.000037668217997,255.022534132003784,,
rssv_exact,poste,kmeans_arrond,749,75389788.502295002341270,Optimal,0.000027094456931,201.715521097183228,,
rssv_exact,poste,kmeans_arrond,817,75223538.060887098312378,Optimal,0.000065335239241,157.829515933990479,,
rssv_exact,poste,kmeans_arrond,855,75122765.713625892996788,Optimal,0.000047674016657,110.656209945678711,,
rssv_exact,poste,kmeans_EPCI,476,77587668.571367233991623,Optimal,0.000099176033256,538.299934148788452,,
rssv_exact,poste,kmeans_EPCI,544,76685659.154312476515770,Optimal,0.000080371472353,220.921047925949097,,
rssv_exact,poste,kmeans_EPCI,612,76064382.857913255691528,Optimal,0.000042992380524,230.828387022018433,,
rssv_exact,poste,kmeans_EPCI,681,75658241.075003147125244,Optimal,0.000021957321373,220.069182872772217,,
rssv_exact,poste,kmeans_EPCI,749,75389788.502295002341270,Optimal,0.000027011325841,220.911372900009155,,
rssv_exact,poste,kmeans_EPCI,817,75223538.060887128114700,Optimal,0.000065179825495,160.961361885070801,,
rssv_exact,poste,kmeans_EPCI,855,75124296.874231606721878,Optimal,0.000063407923376,114.499728202819824,,
rssv_exact,poste,kmeans_canton,476,77908906.049542203545570,Optimal,0.000091622787262,673.736063003540039,,
rssv_exact,poste,kmeans_canton,544,76842171.305482700467110,Optimal,0.000061801721655,468.611059904098511,,
rssv_exact,poste,kmeans_canton,612,76135293.486577391624451,Optimal,0.000040732937191,171.261402130126953,,
rssv_exact,poste,kmeans_canton,681,75688133.410208269953728,Optimal,0.000059050222080,200.920830011367798,,
rssv_exact,poste,kmeans_canton,749,75404478.017763003706932,Optimal,0.000050712227774,188.230993032455444,,
rssv_exact,poste,kmeans_canton,817,75230961.169319838285446,Optimal,0.000099995692618,164.406437158584595,,
rssv_exact,poste,kmeans_canton,855,75128162.028928756713867,Optimal,0.000096995449774,103.104450941085815,,
rssv_exact,poste,kmeans_commune,476,79731841.467771857976913,Optimal,0.000068373542447,378.156862974166870,,
rssv_exact,poste,kmeans_commune,544,79084087.635152444243431,Optimal,0.000065941953896,209.745098829269409,,
rssv_exact,poste,kmeans_commune,612,78698472.539812743663788,Optimal,0.000079510544298,151.726001024246216,,
rssv_exact,poste,kmeans_commune,681,78456722.810075551271439,Optimal,0.000081435899205,142.968565940856934,,
rssv_exact,poste,kmeans_commune,749,78323947.830098256468773,Optimal,0.000073808823327,124.636960983276367,,
rssv_exact,poste,kmeans_commune,817,78258328.530447095632553,Optimal,0.000056221828746,107.950046062469482,,
rssv_exact,poste,kmeans_commune,855,78233266.994473323225975,Optimal,0.000093520561751,116.640846014022827,,
